Number,Sex,Victim,Fake News type,Sources,Rip off
4565,Male,1,Social Media Sharing,Social Media,1
4566,Male,0,False Headlines,The Internet,1
4567,Male,1,Social Media Sharing,The Internet,0
4568,Female,0,Social Media Sharing,The Internet,1
4569,Female,0,Social Media Sharing,The Internet,0
4570,Female,1,Social Media Sharing,Word of Mouth,1
4571,Female,0,Social Media Sharing,Social Media,1
4572,Female,1,False Headlines,Social Media,1
4573,Female,0,False Headlines,Social Media,1
4574,Female,1,Social Media Sharing,Social Media,1
4575,Male,1,Social Media Sharing,The Internet,0
4576,Female,1,False Headlines,Social Media,1
4577,Female,0,Social Media Sharing,Word of Mouth,1
4578,Male,1,Social Media Sharing,The Internet,0
4579,Female,1,Social Media Sharing,Word of Mouth,0
4580,Male,1,Social Media Sharing,The Internet,1
4581,Male,0,False Headlines,Social Media,1
4582,Male,1,Social Media Sharing,Social Media,0
4583,Female,0,False Headlines,The Internet,1
4584,Female,1,Social Media Sharing,Social Media,1
4585,Female,1,Social Media Sharing,Social Media,0
4586,Male,1,False Headlines,The Internet,0
4587,Female,1,False Headlines,The Internet,1
4588,Female,0,Social Media Sharing,Word of Mouth,0
4589,Male,1,Social Media Sharing,Social Media,1
4590,Female,0,False Headlines,The Internet,0
4591,Male,1,Social Media Sharing,The Internet,0
4592,Female,1,False Headlines,The Internet,0
4593,Male,0,Social Media Sharing,Social Media,0
4594,Female,1,False Headlines,Social Media,1
4595,Female,1,False Headlines,Word of Mouth,1
4596,Male,0,False Headlines,Word of Mouth,0
4597,Female,1,False Headlines,Word of Mouth,0
4598,Female,0,False Headlines,The Internet,1
4599,Male,1,Social Media Sharing,The Internet,1
4600,Male,0,False Headlines,Social Media,0
4601,Female,0,Social Media Sharing,Word of Mouth,1
4602,Female,1,False Headlines,Word of Mouth,0
4603,Female,1,Social Media Sharing,Social Media,0
4604,Male,0,False Headlines,Word of Mouth,0
4605,Male,0,Social Media Sharing,The Internet,0
4606,Female,1,False Headlines,Word of Mouth,1
4607,Male,1,False Headlines,The Internet,1
4608,Male,0,False Headlines,The Internet,1
4609,Female,1,False Headlines,Social Media,1
4610,Male,0,Social Media Sharing,The Internet,1
4611,Male,0,False Headlines,The Internet,0
4612,Male,0,Social Media Sharing,Social Media,0
4613,Female,0,False Headlines,The Internet,1
4614,Female,1,False Headlines,Social Media,1
4615,Female,1,Social Media Sharing,Word of Mouth,1
4616,Female,1,False Headlines,Word of Mouth,1
4617,Male,0,False Headlines,Word of Mouth,1
4618,Female,0,False Headlines,The Internet,0
4619,Male,0,False Headlines,The Internet,1
4620,Female,0,Social Media Sharing,The Internet,0
4621,Female,1,False Headlines,Word of Mouth,1
4622,Female,0,Social Media Sharing,The Internet,1
4623,Female,1,False Headlines,The Internet,0
4624,Female,0,Social Media Sharing,The Internet,1
4625,Female,1,False Headlines,Word of Mouth,0
4626,Female,1,Social Media Sharing,The Internet,0
4627,Female,0,Social Media Sharing,Word of Mouth,1
4628,Female,0,Social Media Sharing,The Internet,1
4629,Male,0,Social Media Sharing,Social Media,0
4630,Female,0,False Headlines,Social Media,1
4631,Female,1,Social Media Sharing,The Internet,1
4632,Male,1,False Headlines,Word of Mouth,1
4633,Male,1,False Headlines,Word of Mouth,0
4634,Female,0,Social Media Sharing,Word of Mouth,1
4635,Male,1,Social Media Sharing,The Internet,1
4636,Female,0,Social Media Sharing,Social Media,0
4637,Female,0,False Headlines,The Internet,0
4638,Female,1,False Headlines,Social Media,1
4639,Male,0,False Headlines,Social Media,0
4640,Male,0,False Headlines,Word of Mouth,0
4641,Male,0,False Headlines,The Internet,0
4642,Male,1,False Headlines,Social Media,1
4643,Female,0,Social Media Sharing,The Internet,1
4644,Male,0,False Headlines,Social Media,0
4645,Male,0,Social Media Sharing,Word of Mouth,0
4646,Male,1,Social Media Sharing,Social Media,1
4647,Male,1,False Headlines,The Internet,0
4648,Female,0,False Headlines,Word of Mouth,1
4649,Male,0,Social Media Sharing,The Internet,0
4650,Male,0,False Headlines,The Internet,0
4651,Male,0,Social Media Sharing,The Internet,0
4652,Male,1,Social Media Sharing,The Internet,1
4653,Male,0,Social Media Sharing,Word of Mouth,1
4654,Male,0,Social Media Sharing,Word of Mouth,1
4655,Male,1,Social Media Sharing,Word of Mouth,0
4656,Male,1,False Headlines,Word of Mouth,0
4657,Female,1,Social Media Sharing,The Internet,0
4658,Male,0,False Headlines,The Internet,1
4659,Male,0,Social Media Sharing,Word of Mouth,1
4660,Male,1,False Headlines,Social Media,0
4661,Male,1,Social Media Sharing,The Internet,1
4662,Female,1,False Headlines,Word of Mouth,1
4663,Female,1,False Headlines,The Internet,0
4664,Male,0,False Headlines,Social Media,0
4665,Female,1,Social Media Sharing,The Internet,1
4666,Female,0,False Headlines,Social Media,0
4667,Female,1,False Headlines,Social Media,1
4668,Male,0,Social Media Sharing,Word of Mouth,1
4669,Female,0,False Headlines,The Internet,0
4670,Male,0,False Headlines,Social Media,0
4671,Female,0,False Headlines,The Internet,0
4672,Female,0,Social Media Sharing,Social Media,1
4673,Female,1,Social Media Sharing,Social Media,0
4674,Male,1,False Headlines,Social Media,1
4675,Female,1,Social Media Sharing,The Internet,1
4676,Male,0,Social Media Sharing,The Internet,0
4677,Female,0,Social Media Sharing,The Internet,1
4678,Female,1,False Headlines,The Internet,1
4679,Male,1,Social Media Sharing,Social Media,1
4680,Male,1,False Headlines,Social Media,0
4681,Male,1,Social Media Sharing,The Internet,0
4682,Male,0,False Headlines,Social Media,0
4683,Female,1,Social Media Sharing,The Internet,1
4684,Male,0,False Headlines,The Internet,1
4685,Male,1,Social Media Sharing,Social Media,1
4686,Female,0,False Headlines,Social Media,0
4687,Female,0,False Headlines,Social Media,1
4688,Female,1,Social Media Sharing,The Internet,0
4689,Female,1,Social Media Sharing,Social Media,1
4690,Female,0,Social Media Sharing,Social Media,0
4691,Male,1,Social Media Sharing,Social Media,1
4692,Female,1,False Headlines,Social Media,1
4693,Female,1,False Headlines,The Internet,0
4694,Male,1,False Headlines,Social Media,1
4695,Female,0,Social Media Sharing,Social Media,0
4696,Female,0,Social Media Sharing,The Internet,1
4697,Male,1,Social Media Sharing,The Internet,0
4698,Female,0,Social Media Sharing,Social Media,1
4699,Female,1,False Headlines,Social Media,1
4700,Female,0,False Headlines,Social Media,1
4701,Male,0,False Headlines,The Internet,0
4702,Male,0,Social Media Sharing,The Internet,1
4703,Male,0,Social Media Sharing,Social Media,0
4704,Female,1,False Headlines,The Internet,0
4705,Male,0,Social Media Sharing,The Internet,0
4706,Female,0,False Headlines,The Internet,0
4707,Male,0,Social Media Sharing,Social Media,1
4708,Male,1,False Headlines,Social Media,1
4709,Male,1,Social Media Sharing,Social Media,0
4710,Female,0,Social Media Sharing,Social Media,0
4711,Female,0,Social Media Sharing,The Internet,1
4712,Female,0,Social Media Sharing,Social Media,0
4713,Male,1,False Headlines,The Internet,1
4714,Male,0,Social Media Sharing,Social Media,0
4715,Female,0,Social Media Sharing,The Internet,1
4716,Female,0,Social Media Sharing,Social Media,0
4717,Male,1,Social Media Sharing,The Internet,1
4718,Male,1,Social Media Sharing,Social Media,1
4719,Female,1,Social Media Sharing,Social Media,1
4720,Female,0,Social Media Sharing,Social Media,1
4721,Female,1,False Headlines,Social Media,1
4722,Male,1,False Headlines,Social Media,1
4723,Male,1,False Headlines,Social Media,0
4724,Male,1,False Headlines,The Internet,0
4725,Male,0,False Headlines,Social Media,1
4726,Male,0,False Headlines,Social Media,0
4727,Male,0,Social Media Sharing,The Internet,1
4728,Female,1,False Headlines,Social Media,0
4729,Male,1,Social Media Sharing,Social Media,0
4730,Female,1,Social Media Sharing,Social Media,1
4731,Male,0,False Headlines,Social Media,0
4732,Male,1,Social Media Sharing,Social Media,1
4733,Male,1,False Headlines,The Internet,1
4734,Female,1,Social Media Sharing,The Internet,0
4735,Female,1,Social Media Sharing,The Internet,0
4736,Female,1,Social Media Sharing,Social Media,1
4737,Male,1,Social Media Sharing,Social Media,0
4738,Male,0,Social Media Sharing,The Internet,0
4739,Male,1,Social Media Sharing,The Internet,1
4740,Male,0,False Headlines,The Internet,1
4741,Female,1,False Headlines,The Internet,1
4742,Female,0,False Headlines,The Internet,0
4743,Male,1,Social Media Sharing,The Internet,0
4744,Female,0,Social Media Sharing,Social Media,0
4745,Male,1,Social Media Sharing,Social Media,0
4746,Female,1,Social Media Sharing,Social Media,1
4747,Female,0,False Headlines,Social Media,0
4748,Female,0,False Headlines,Social Media,1
4749,Male,0,Social Media Sharing,The Internet,0
4750,Male,0,False Headlines,Social Media,1
4751,Male,1,Social Media Sharing,The Internet,1
4752,Male,1,False Headlines,The Internet,0
4753,Female,0,False Headlines,The Internet,1
4754,Male,0,Social Media Sharing,The Internet,1
4755,Female,1,Social Media Sharing,Social Media,1
4756,Female,1,Social Media Sharing,The Internet,0
4757,Female,0,Social Media Sharing,Social Media,0
4758,Male,0,Social Media Sharing,Social Media,1
4759,Male,0,False Headlines,The Internet,0
4760,Female,1,Social Media Sharing,Social Media,1
4761,Female,0,Social Media Sharing,Social Media,0
4762,Male,1,False Headlines,The Internet,0
4763,Female,1,False Headlines,Social Media,1
4764,Female,0,Social Media Sharing,The Internet,1
4765,Male,0,Social Media Sharing,Social Media,0
4766,Female,0,False Headlines,Social Media,0
4767,Male,0,Social Media Sharing,The Internet,0
4768,Male,0,Social Media Sharing,Social Media,1
4769,Female,1,Social Media Sharing,The Internet,0
4770,Female,0,False Headlines,The Internet,0
4771,Male,1,Social Media Sharing,The Internet,1
4772,Female,1,Social Media Sharing,Social Media,1
4773,Female,0,Social Media Sharing,Social Media,1
4774,Female,0,Social Media Sharing,The Internet,1
4775,Female,1,False Headlines,The Internet,1
4776,Female,1,False Headlines,Social Media,0
4777,Male,1,Social Media Sharing,Social Media,0
4778,Male,0,False Headlines,The Internet,0
4779,Female,1,Social Media Sharing,Social Media,1
4780,Female,0,False Headlines,The Internet,0
4781,Female,1,False Headlines,Social Media,1
4782,Male,1,False Headlines,The Internet,0
4783,Female,1,False Headlines,The Internet,0
4784,Male,0,False Headlines,Social Media,0
4785,Female,1,False Headlines,Social Media,0
4786,Female,1,Social Media Sharing,Social Media,1
4787,Female,1,Social Media Sharing,The Internet,1
4788,Male,1,Social Media Sharing,Social Media,1
4789,Female,1,Social Media Sharing,Social Media,1
4790,Female,1,Social Media Sharing,Social Media,0
4791,Female,1,Social Media Sharing,The Internet,0
4792,Female,0,False Headlines,Social Media,1
4793,Male,1,Social Media Sharing,Social Media,0
4794,Female,1,False Headlines,Social Media,1
4795,Female,0,Social Media Sharing,The Internet,0
4796,Male,1,False Headlines,The Internet,0
4797,Female,1,Social Media Sharing,The Internet,0
4798,Female,0,Social Media Sharing,The Internet,1
4799,Female,0,False Headlines,Social Media,0
4800,Female,1,False Headlines,Social Media,1
4801,Male,0,False Headlines,The Internet,1
4802,Female,0,False Headlines,Social Media,1
4803,Male,0,False Headlines,Social Media,1
4804,Female,1,Social Media Sharing,Social Media,0
4805,Female,1,Social Media Sharing,The Internet,1
4806,Female,1,Social Media Sharing,The Internet,0
4807,Female,0,Social Media Sharing,Social Media,0
4808,Male,0,Social Media Sharing,The Internet,0
4809,Male,0,False Headlines,The Internet,0
4810,Male,0,Social Media Sharing,Social Media,1
4811,Male,1,False Headlines,Social Media,1
4812,Female,1,False Headlines,The Internet,0
4813,Male,1,False Headlines,The Internet,1
4814,Female,1,Social Media Sharing,The Internet,1
4815,Male,0,False Headlines,The Internet,1
4816,Female,1,False Headlines,Social Media,1
4817,Male,0,Social Media Sharing,Social Media,1
4818,Male,0,Social Media Sharing,Social Media,0
4819,Female,1,False Headlines,The Internet,0
4820,Female,1,False Headlines,The Internet,1
4821,Female,0,Social Media Sharing,Social Media,1
4822,Female,0,False Headlines,Social Media,0
4823,Female,0,Social Media Sharing,The Internet,1
4824,Female,1,Social Media Sharing,The Internet,1
4825,Female,1,False Headlines,Social Media,0
4826,Female,1,Social Media Sharing,Social Media,1
4827,Male,1,False Headlines,The Internet,1
4828,Female,1,Social Media Sharing,The Internet,1
4829,Female,1,False Headlines,Social Media,0
4830,Male,0,Social Media Sharing,Social Media,0
4831,Male,1,Social Media Sharing,The Internet,0
4832,Female,1,False Headlines,The Internet,0
4833,Male,1,Social Media Sharing,The Internet,1
4834,Female,0,False Headlines,The Internet,1
4835,Female,1,Social Media Sharing,The Internet,0
4836,Male,0,False Headlines,Social Media,0
4837,Female,0,Social Media Sharing,Social Media,0
4838,Male,0,False Headlines,Social Media,0
4839,Female,1,Social Media Sharing,The Internet,0
4840,Female,0,False Headlines,The Internet,1
4841,Female,1,False Headlines,The Internet,0
4842,Male,0,False Headlines,The Internet,0
4843,Female,0,False Headlines,Social Media,0
4844,Female,0,Social Media Sharing,The Internet,1
4845,Female,0,Social Media Sharing,The Internet,1
4846,Female,1,False Headlines,Social Media,0
4847,Male,1,Social Media Sharing,The Internet,0
4848,Male,1,False Headlines,Social Media,1
4849,Male,1,False Headlines,Social Media,0
4850,Female,1,Social Media Sharing,Social Media,0
4851,Male,1,False Headlines,Social Media,0
4852,Male,1,Social Media Sharing,Social Media,0
4853,Male,1,Social Media Sharing,Social Media,0
4854,Male,1,Social Media Sharing,The Internet,0
4855,Female,1,False Headlines,The Internet,0
4856,Female,1,False Headlines,The Internet,1
4857,Male,0,Social Media Sharing,Social Media,0
4858,Male,1,Social Media Sharing,The Internet,0
4859,Male,1,Social Media Sharing,Social Media,1
4860,Male,0,False Headlines,Social Media,0
4861,Female,0,False Headlines,Social Media,1
4862,Male,1,Social Media Sharing,Social Media,0
4863,Male,1,Social Media Sharing,Social Media,1
4864,Female,0,Social Media Sharing,The Internet,0
4865,Female,1,Social Media Sharing,The Internet,0
4866,Male,1,False Headlines,The Internet,1
4867,Female,1,Social Media Sharing,The Internet,0
4868,Male,1,False Headlines,Social Media,1
4869,Female,1,False Headlines,Social Media,1
4870,Female,1,Social Media Sharing,Social Media,0
4871,Male,1,Social Media Sharing,Social Media,0
4872,Female,0,Social Media Sharing,The Internet,0
4873,Male,0,Social Media Sharing,The Internet,1
4874,Female,0,Social Media Sharing,Social Media,0
4875,Female,0,Social Media Sharing,Social Media,0
4876,Male,0,False Headlines,Social Media,0
4877,Female,0,Social Media Sharing,The Internet,0
4878,Female,1,Social Media Sharing,The Internet,0
4879,Female,0,False Headlines,The Internet,1
4880,Male,1,False Headlines,Social Media,1
4881,Male,0,False Headlines,Social Media,0
4882,Male,1,False Headlines,The Internet,0
4883,Female,0,Social Media Sharing,Social Media,0
4884,Female,0,False Headlines,The Internet,0
4885,Female,0,Social Media Sharing,Social Media,0
4886,Male,1,Social Media Sharing,Social Media,0
4887,Female,0,False Headlines,Social Media,1
4888,Female,1,Social Media Sharing,The Internet,0
4889,Female,0,False Headlines,Social Media,1
4890,Male,1,Social Media Sharing,The Internet,1
4891,Male,1,Social Media Sharing,Social Media,1
4892,Male,1,False Headlines,Social Media,0
4893,Male,0,False Headlines,Social Media,1
4894,Male,0,Social Media Sharing,The Internet,0
4895,Female,1,False Headlines,The Internet,1
4896,Female,0,Social Media Sharing,The Internet,1
4897,Male,1,False Headlines,The Internet,0
4898,Male,1,False Headlines,Social Media,1
4899,Male,1,Social Media Sharing,Social Media,1
4900,Male,1,False Headlines,The Internet,1
4901,Female,0,Social Media Sharing,The Internet,0
4902,Female,0,Social Media Sharing,Social Media,1
4903,Male,0,False Headlines,Social Media,0
4904,Male,1,Social Media Sharing,Social Media,0
4905,Male,1,Social Media Sharing,Social Media,0
4906,Female,0,Social Media Sharing,The Internet,0
4907,Female,0,False Headlines,The Internet,0
4908,Female,0,Social Media Sharing,Social Media,0
4909,Male,1,Social Media Sharing,The Internet,1
4910,Female,1,Social Media Sharing,Social Media,0
4911,Female,0,False Headlines,The Internet,0
4912,Female,0,False Headlines,Social Media,0
4913,Male,1,Social Media Sharing,The Internet,1
4914,Male,0,False Headlines,Social Media,0
4915,Female,1,Social Media Sharing,The Internet,0
4916,Male,1,False Headlines,The Internet,1
4917,Female,0,False Headlines,The Internet,0
4918,Male,0,Social Media Sharing,Social Media,0
4919,Male,1,False Headlines,Social Media,0
4920,Male,0,Social Media Sharing,The Internet,1
4921,Male,0,False Headlines,The Internet,0
4922,Female,0,Social Media Sharing,Social Media,0
4923,Male,0,False Headlines,Social Media,1
4924,Female,0,Social Media Sharing,The Internet,0
4925,Female,0,Social Media Sharing,The Internet,1
4926,Female,1,False Headlines,The Internet,0
4927,Male,1,False Headlines,Social Media,1
4928,Male,0,Social Media Sharing,Social Media,1
4929,Female,1,False Headlines,The Internet,0
4930,Female,0,Social Media Sharing,The Internet,0
4931,Female,1,Social Media Sharing,Social Media,1
4932,Male,1,Social Media Sharing,Social Media,1
4933,Female,1,Social Media Sharing,Social Media,1
4934,Male,0,False Headlines,Social Media,0
4935,Female,1,Social Media Sharing,The Internet,0
4936,Male,1,Social Media Sharing,Social Media,1
4937,Female,1,False Headlines,The Internet,0
4938,Male,1,False Headlines,The Internet,0
4939,Male,0,Social Media Sharing,The Internet,0
4940,Female,1,Social Media Sharing,The Internet,0
4941,Female,0,Social Media Sharing,The Internet,0
4942,Male,0,False Headlines,The Internet,1
4943,Female,0,False Headlines,Social Media,1
4944,Male,0,False Headlines,Social Media,0
4945,Female,0,Social Media Sharing,The Internet,0
4946,Female,1,Social Media Sharing,Social Media,0
4947,Male,1,False Headlines,The Internet,1
4948,Male,1,Social Media Sharing,Social Media,0
4949,Male,1,Social Media Sharing,Social Media,0
4950,Male,0,False Headlines,The Internet,0
4951,Female,1,False Headlines,Social Media,0
4952,Male,1,False Headlines,Social Media,0
4953,Female,0,False Headlines,Social Media,1
4954,Female,0,Social Media Sharing,Social Media,0
4955,Female,1,False Headlines,The Internet,0
4956,Male,1,Social Media Sharing,Social Media,1
4957,Male,0,Social Media Sharing,The Internet,1
4958,Male,1,Social Media Sharing,The Internet,0
4959,Female,1,False Headlines,Social Media,0
4960,Female,1,False Headlines,The Internet,1
4961,Male,0,Social Media Sharing,Social Media,0
4962,Female,0,False Headlines,The Internet,0
4963,Male,0,Social Media Sharing,Social Media,0
4964,Female,1,False Headlines,The Internet,1
4965,Male,1,False Headlines,The Internet,1
4966,Female,0,Social Media Sharing,The Internet,1
4967,Male,1,False Headlines,The Internet,1
4968,Male,1,Social Media Sharing,The Internet,0
4969,Female,0,False Headlines,The Internet,1
4970,Female,0,False Headlines,Social Media,1
4971,Female,1,False Headlines,The Internet,0
4972,Male,0,False Headlines,The Internet,0
4973,Female,0,False Headlines,Social Media,0
4974,Female,1,False Headlines,The Internet,1
4975,Female,0,False Headlines,The Internet,0
4976,Male,1,Social Media Sharing,Social Media,1
4977,Female,0,False Headlines,Social Media,1
4978,Female,1,False Headlines,Social Media,1
4979,Male,1,Social Media Sharing,Social Media,0
4980,Male,0,Social Media Sharing,The Internet,1
4981,Female,1,False Headlines,The Internet,0
4982,Female,1,False Headlines,Social Media,1
4983,Male,1,Social Media Sharing,The Internet,1
4984,Male,0,Social Media Sharing,Social Media,0
4985,Male,0,Social Media Sharing,The Internet,0
4986,Female,1,Social Media Sharing,The Internet,1
4987,Female,1,Social Media Sharing,The Internet,0
4988,Male,0,False Headlines,Social Media,0
4989,Female,0,False Headlines,The Internet,1
4990,Male,0,Social Media Sharing,The Internet,1
4991,Female,0,False Headlines,The Internet,1
4992,Male,1,Social Media Sharing,The Internet,1
4993,Female,1,Social Media Sharing,The Internet,0
4994,Male,1,False Headlines,Social Media,0
4995,Male,1,Social Media Sharing,The Internet,0
4996,Female,0,False Headlines,Social Media,0
4997,Female,0,False Headlines,Social Media,0
4998,Female,0,False Headlines,The Internet,0
4999,Male,0,False Headlines,The Internet,0
5000,Female,1,Deliberate Misinformation,Social Media,1
5001,Female,1,Deliberate Misinformation,The Internet,0
5002,Female,0,False Headlines,The Internet,0
5003,Male,1,Deliberate Misinformation,Social Media,1
5004,Male,0,Deliberate Misinformation,The Internet,1
5005,Male,1,Deliberate Misinformation,Social Media,1
5006,Male,1,Social Media Sharing,Social Media,1
5007,Female,1,Satire,The Internet,1
5008,Male,1,Satire,Social Media,1
5009,Male,0,Deliberate Misinformation,Social Media,1
5010,Female,0,Social Media Sharing,Social Media,0
5011,Male,1,Social Media Sharing,Social Media,1
5012,Male,1,Social Media Sharing,Social Media,0
5013,Female,1,Social Media Sharing,Social Media,0
5014,Male,0,Satire,The Internet,0
5015,Female,1,Deliberate Misinformation,Social Media,0
5016,Male,0,Satire,Social Media,1
5017,Male,1,Social Media Sharing,The Internet,0
5018,Female,1,Satire,The Internet,0
5019,Female,1,Social Media Sharing,Social Media,0
5020,Male,0,Satire,The Internet,0
5021,Male,1,Deliberate Misinformation,The Internet,1
5022,Male,0,Satire,The Internet,0
5023,Male,0,False Headlines,Social Media,0
5024,Female,1,False Headlines,Social Media,0
5025,Male,1,False Headlines,The Internet,0
5026,Male,1,Social Media Sharing,The Internet,0
5027,Female,0,False Headlines,Social Media,0
5028,Male,1,Deliberate Misinformation,Social Media,1
5029,Female,0,False Headlines,Social Media,1
5030,Male,1,False Headlines,The Internet,0
5031,Female,1,Satire,Social Media,1
5032,Male,1,Deliberate Misinformation,Social Media,0
5033,Male,0,Social Media Sharing,Social Media,1
5034,Male,0,False Headlines,Social Media,0
5035,Female,0,Satire,Social Media,0
5036,Female,0,Social Media Sharing,Social Media,0
5037,Male,1,Social Media Sharing,The Internet,1
5038,Female,1,Social Media Sharing,The Internet,1
5039,Male,1,Deliberate Misinformation,Social Media,0
5040,Female,0,False Headlines,The Internet,1
5041,Female,0,Deliberate Misinformation,The Internet,0
5042,Male,0,Social Media Sharing,The Internet,1
5043,Male,0,False Headlines,The Internet,0
5044,Male,0,False Headlines,The Internet,1
5045,Male,1,Social Media Sharing,Social Media,0
5046,Male,1,False Headlines,The Internet,1
5047,Female,0,False Headlines,The Internet,0
5048,Male,0,Social Media Sharing,Social Media,0
5049,Female,0,Social Media Sharing,Social Media,1
5050,Female,1,Satire,Social Media,1
5051,Male,0,False Headlines,The Internet,0
5052,Female,1,False Headlines,Social Media,1
5053,Female,1,Social Media Sharing,The Internet,1
5054,Male,1,Deliberate Misinformation,The Internet,1
5055,Male,1,Satire,The Internet,1
5056,Male,1,Satire,The Internet,1
5057,Female,1,False Headlines,Social Media,1
5058,Female,1,False Headlines,Social Media,0
5059,Female,0,Deliberate Misinformation,The Internet,1
5060,Female,1,Deliberate Misinformation,The Internet,1
5061,Male,1,Deliberate Misinformation,The Internet,0
5062,Male,1,Deliberate Misinformation,The Internet,1
5063,Male,1,False Headlines,Social Media,1
5064,Male,1,Satire,Social Media,1
5065,Female,1,False Headlines,The Internet,0
5066,Female,1,Satire,Social Media,0
5067,Male,1,False Headlines,Social Media,0
5068,Female,1,Social Media Sharing,The Internet,0
5069,Female,0,Satire,The Internet,1
5070,Female,0,Social Media Sharing,The Internet,0
5071,Female,1,Satire,Social Media,1
5072,Male,0,Social Media Sharing,The Internet,0
5073,Male,1,Deliberate Misinformation,Social Media,1
5074,Female,0,Satire,The Internet,0
5075,Female,0,Deliberate Misinformation,Social Media,0
5076,Male,1,Deliberate Misinformation,The Internet,1
5077,Female,1,Social Media Sharing,The Internet,1
5078,Male,1,Deliberate Misinformation,Social Media,0
5079,Male,1,Deliberate Misinformation,The Internet,0
5080,Male,1,Satire,Social Media,0
5081,Female,1,Social Media Sharing,Social Media,0
5082,Male,0,False Headlines,The Internet,0
5083,Female,0,False Headlines,Social Media,0
5084,Male,1,Social Media Sharing,Social Media,1
5085,Male,1,False Headlines,The Internet,1
5086,Male,0,False Headlines,The Internet,1
5087,Male,1,False Headlines,Social Media,1
5088,Male,0,False Headlines,The Internet,0
5089,Female,1,Deliberate Misinformation,Social Media,1
5090,Female,1,Social Media Sharing,Social Media,1
5091,Female,0,False Headlines,Social Media,0
5092,Female,1,Satire,Social Media,1
5093,Male,1,Satire,The Internet,0
5094,Female,1,Satire,Social Media,0
5095,Female,1,Satire,The Internet,1
5096,Female,1,Social Media Sharing,Social Media,0
5097,Male,0,False Headlines,Social Media,0
5098,Female,0,Satire,Social Media,1
5099,Male,0,Deliberate Misinformation,Social Media,0
5100,Male,1,Deliberate Misinformation,Social Media,0
5101,Male,1,Satire,Social Media,1
5102,Male,1,Social Media Sharing,Social Media,0
5103,Male,0,Deliberate Misinformation,The Internet,1
5104,Male,0,Social Media Sharing,Social Media,1
5105,Female,0,Social Media Sharing,Social Media,1
5106,Female,0,Social Media Sharing,Social Media,1
5107,Male,0,False Headlines,Social Media,0
5108,Female,0,Deliberate Misinformation,Social Media,1
5109,Male,0,Satire,The Internet,0
5110,Female,0,Satire,The Internet,1
5111,Male,0,Deliberate Misinformation,The Internet,0
5112,Male,1,Deliberate Misinformation,The Internet,1
5113,Female,0,Social Media Sharing,The Internet,1
5114,Male,1,False Headlines,The Internet,1
5115,Male,0,Deliberate Misinformation,Social Media,0
5116,Male,1,False Headlines,The Internet,0
5117,Female,0,Social Media Sharing,Social Media,1
5118,Female,0,False Headlines,Social Media,1
5119,Male,1,Deliberate Misinformation,The Internet,0
5120,Female,1,Social Media Sharing,Social Media,1
5121,Male,1,Satire,The Internet,1
5122,Female,0,False Headlines,Social Media,1
5123,Male,0,Social Media Sharing,Social Media,0
5124,Female,0,Deliberate Misinformation,The Internet,1
5125,Male,1,Deliberate Misinformation,Social Media,0
5126,Female,0,Deliberate Misinformation,The Internet,0
5127,Male,0,Deliberate Misinformation,Social Media,0
5128,Female,1,Social Media Sharing,The Internet,0
5129,Female,1,Satire,The Internet,0
5130,Male,1,Social Media Sharing,The Internet,1
5131,Male,1,False Headlines,Social Media,0
5132,Female,0,Deliberate Misinformation,Social Media,0
5133,Female,0,Social Media Sharing,Social Media,0
5134,Male,0,Deliberate Misinformation,The Internet,1
5135,Male,1,Social Media Sharing,The Internet,0
5136,Female,0,Social Media Sharing,Social Media,1
5137,Female,1,Deliberate Misinformation,Social Media,1
5138,Male,1,False Headlines,Social Media,0
5139,Male,0,Deliberate Misinformation,The Internet,1
5140,Female,1,False Headlines,Social Media,1
5141,Female,1,Satire,The Internet,0
5142,Male,1,Deliberate Misinformation,Social Media,0
5143,Male,0,Deliberate Misinformation,Social Media,1
5144,Male,1,False Headlines,The Internet,1
5145,Female,1,Satire,The Internet,1
5146,Male,0,False Headlines,The Internet,1
5147,Female,0,Satire,The Internet,0
5148,Female,0,False Headlines,The Internet,1
5149,Female,0,False Headlines,Social Media,0
5150,Male,1,Social Media Sharing,Social Media,1
5151,Female,1,False Headlines,Social Media,1
5152,Female,0,Deliberate Misinformation,The Internet,0
5153,Male,0,False Headlines,Social Media,1
5154,Male,0,Deliberate Misinformation,The Internet,0
5155,Male,1,False Headlines,Social Media,0
5156,Male,0,Satire,Social Media,0
5157,Male,0,Deliberate Misinformation,Social Media,1
5158,Female,0,Satire,Social Media,0
5159,Female,0,Satire,Social Media,0
5160,Female,1,Deliberate Misinformation,The Internet,1
5161,Female,1,Satire,Social Media,0
5162,Female,1,Satire,The Internet,0
5163,Female,0,Satire,The Internet,0
5164,Male,1,Satire,The Internet,1
5165,Female,0,False Headlines,Social Media,0
5166,Male,1,Social Media Sharing,The Internet,0
5167,Male,0,False Headlines,The Internet,1
5168,Male,0,Satire,The Internet,1
5169,Male,0,False Headlines,The Internet,0
5170,Female,0,Deliberate Misinformation,The Internet,0
5171,Female,1,Satire,Social Media,1
5172,Female,1,Deliberate Misinformation,Social Media,0
5173,Female,1,Social Media Sharing,Social Media,1
5174,Male,0,Deliberate Misinformation,Social Media,1
5175,Male,1,Satire,Social Media,0
5176,Male,1,Social Media Sharing,The Internet,1
5177,Male,0,False Headlines,Social Media,0
5178,Male,0,Social Media Sharing,Social Media,0
